Wood Supply Region	Species	Pruning	Thinnning	Planting coverage	Owner size	Age (years)	TRV (m3/ha)	Thinnings (m3/ha)	Pruned logs (m3/ha)	Unpruned logs (m3/ha)	Pulplogs (m3/ha)	Unpruned thinnings (m3/ha)	Pulplog thinnings (m3/ha)
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	14	80	0	0	41	39		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	15	100	0	0	53	47		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	16	121	0	0	67	54		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	17	144	0	0	82	62		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	18	168	0	0	99	69		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	19	192	0	0	116	76		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	20	215	0	0	128	87		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	21	241	0	0	147	94		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	22	266	0	0	167	99		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	23	293	0	0	188	105		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	24	319	0	0	210	109		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	25	345	0	0	231	114		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	26	373	0	0	252	121		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	27	400	0	0	274	126		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	28	427	0	0	300	127		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	29	454	0	0	322	132		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	30	481	0	0	343	138		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	31	507	0	0	368	139		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	32	535	0	0	393	142		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	33	561	0	0	416	145		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	34	587	0	0	439	148		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	35	613	0	0	462	151		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	36	639	0	0	486	153		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	37	664	0	0	508	156		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	38	689	0	0	529	160		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	39	713	0	0	551	162		
Otago	Radiata pine	Unpruned	All	planted pre-1990	All sizes	40	737	0	0	572	165		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	11	5	0	0	2	3		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	12	7	0	0	3	4		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	13	12	0	0	6	6		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	14	18	0	0	9	9		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	15	25	0	0	13	12		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	16	35	0	0	19	16		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	17	45	0	0	25	20		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	18	57	0	0	33	24		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	19	70	0	0	42	28		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	20	85	0	0	53	32		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	21	101	0	0	64	37		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	22	118	0	0	77	41		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	23	137	0	0	91	46		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	24	156	0	0	106	50		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	25	177	0	0	122	55		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	26	198	0	0	139	59		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	27	219	0	0	156	63		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	28	242	0	0	175	67		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	29	265	0	0	194	71		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	30	287	0	0	213	74		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	31	311	0	0	233	78		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	32	335	0	0	254	81		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	33	359	0	0	275	84		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	34	383	0	0	296	87		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	35	399	0	0	311	88		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	36	425	0	0	335	90		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	37	451	0	0	361	90		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	38	476	0	0	386	90		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	39	503	0	0	407	96		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	40	528	0	0	437	91		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	41	553	0	0	461	92		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	42	579	0	0	485	94		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	43	606	0	0	509	97		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	44	631	0	0	534	97		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	45	657	0	0	557	100		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	46	682	0	0	581	101		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	47	710	0	0	606	104		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	48	734	0	0	627	107		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	49	760	0	0	651	109		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	50	777	0	0	668	109		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	51	795	0	0	685	110		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	52	815	0	0	703	112		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	53	834	0	0	722	112		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	54	850	0	0	738	112		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	55	870	0	0	756	114		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	56	885	0	0	771	114		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	57	899	0	0	784	115		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	58	914	0	0	800	114		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	59	932	0	0	815	117		
Southland	Douglas fir	NA	no production thinning	all stands	All sizes	60	942	0	0	825	117		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	11	7	0	0	0	7		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	12	12	0	0	0	12		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	13	19	0	0	1	18		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	14	26	0	0	1	25		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	15	36	0	0	2	34		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	16	48	0	0	4	44		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	17	61	0	0	7	54		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	18	76	0	0	11	65		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	19	93	0	0	17	76	7	16
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	20	111	0	0	24	87	7	16
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	21	130	0	0	33	97	7	16
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	22	151	0	0	45	106	7	16
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	23	173	0	0	59	114	7	16
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	24	196	0	0	76	120		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	25	218	0	0	98	120		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	26	242	0	0	124	118		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	27	267	0	0	148	119		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	28	291	0	0	175	116		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	29	317	0	0	202	115	12	12
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	30	342	0	0	229	113	12	12
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	31	164	0	0	116	48	12	12
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	32	180	0	0	133	47	12	12
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	33	197	0	0	151	46	12	12
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	34	215	0	0	168	47		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	35	234	0	0	187	47		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	36	253	0	0	205	48		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	37	273	0	0	225	48		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	38	291	0	0	244	47		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	39	311	0	0	265	46		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	40	332	0	0	285	47		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	41	353	0	0	304	49		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	42	375	0	0	326	49		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	43	396	0	0	345	51		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	44	419	0	0	367	52		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	45	439	0	0	388	51		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	46	464	0	0	411	53		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	47	484	0	0	432	52		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	48	508	0	0	454	54		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	49	533	0	0	478	55		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	50	555	0	0	499	56		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	51	577	0	0	521	56		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	52	603	0	0	545	58		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	53	625	0	0	567	58		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	54	650	0	0	592	58		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	55	674	0	0	614	60		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	56	696	0	0	635	61		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	57	722	0	0	661	61		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	58	745	0	0	683	62		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	59	773	0	0	709	64		
Southland	Douglas fir	NA	with production thinning	all stands	All sizes	60	793	0	0	728	65		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	11	36	0	4	19	13		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	12	51	0	6	28	17		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	13	70	0	8	39	23		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	14	91	0	12	51	28		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	15	113	0	15	64	34		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	16	139	0	20	79	40		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	17	166	0	24	95	47		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	18	194	0	30	111	53		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	19	222	0	35	128	59		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	20	252	0	41	146	65		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	21	283	0	47	165	71		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	22	313	0	53	183	77		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	23	345	0	60	202	83		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	24	376	0	67	221	88		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	25	413	0	75	241	97		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	26	445	0	84	261	100		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	27	482	0	93	283	106		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	28	518	0	101	306	111		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	29	551	0	111	324	116		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	30	585	0	119	344	122		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	31	610	0	126	361	123		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	32	634	0	131	377	126		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	33	661	0	137	395	129		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	34	683	0	141	409	133		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	35	705	0	146	424	135		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	36	726	0	150	437	139		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	37	749	0	154	453	142		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	38	769	0	159	465	145		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	39	792	0	163	480	149		
Southland	Radiata pine	Pruned	All	planted post-1989	All sizes	40	811	0	166	493	152		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	11	35	0	4	20	11		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	12	50	0	6	29	15		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	13	67	0	8	40	19		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	14	87	0	11	52	24		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	15	109	0	15	65	29		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	16	132	0	19	79	34		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	17	157	0	24	94	39		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	18	183	0	29	110	44		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	19	209	0	34	126	49		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	20	236	0	39	143	54		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	21	264	0	45	160	59		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	22	292	0	51	178	63		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	23	320	0	57	195	68		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	24	349	0	64	213	72		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	25	382	0	71	232	79		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	26	414	0	80	252	82		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	27	449	0	89	271	89		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	28	482	0	97	292	93		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	29	512	0	108	307	97		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	30	544	0	115	328	101		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	31	564	0	121	342	101		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	32	584	0	126	355	103		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	33	609	0	132	372	105		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	34	626	0	135	384	107		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	35	644	0	139	397	108		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	36	661	0	142	408	111		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	37	681	0	145	423	113		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	38	697	0	149	433	115		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	39	716	0	152	447	117		
Southland	Radiata pine	Pruned	All	planted pre-1990	All sizes	40	732	0	155	458	119		
Southland	Radiata pine	Unpruned	All	planted post-1989	All sizes	11	34	0	0	7	27		
Southland	Radiata pine	Unpruned	All	planted post-1989	All sizes	12	50	0	0	17	33		
Southland	Radiata pine	Unpruned	All	planted post-1989	All sizes	13	69	0	0	29	40		
Southland	Radiata pine	Unpruned	All	planted post-1989	All sizes	14	91	0	0	43	48		
Southland	Radiata pine	Unpruned	All	planted post-1989	All sizes	15	115	0	0	60	55		
Southland	Radiata pine	Unpruned	All	planted post-1989	All sizes	16	142	0	0	80	62		
Southland	Radiata pine	Unpruned	All	planted post-1989	All sizes	17	170	0	0	101	69		
Southland	Radiata pine	Unpruned	All	planted post-1989	All sizes	18	200	0	0	124	76		
Southland	Radiata pine	Unpruned	All	planted post-1989	All sizes	19	232	0	0	149	83		
Southland	Radiata pine	Unpruned	All	planted post-1989	All sizes	20	270	0	0	172	98		
Southland	Radiata pine	Unpruned	All	planted post-1989	All sizes	21	302	0	0	195	107		
Southland	Radiata pine	Unpruned	All	planted post-1989	All sizes	22	334	0	0	219	115		
Southland	Radiata pine	Unpruned	All	planted post-1989	All sizes	23	367	0	0	253	114		
Southland	Radiata pine	Unpruned	All	planted post-1989	All sizes	24	398	0	0	284	114		
